Name,Property Title,Price,Location,Total_Area,Price_per_SQFT,Description,Baths,Balcony,Predicted_Price
9765261.603475876,9593855.46311305,₹37.0 L,9765261.603475876,856,4320.0,9765261.603475876,3.0,1.0,3700000.0
10129565.33169227,10129565.33169227,₹65.0 L,10129565.33169227,1079,6020.0,10129565.33169227,3.0,1.0,6500000.0
10845161.940688757,10845161.940688757,₹1.2 Cr,10845161.940688757,1100,10910.0,10845161.940688757,3.0,1.0,12000000.0
9775284.534797367,9875532.491836581,₹56.0 L,8898473.143312424,1432,3910.0,10012467.704765571,3.0,1.0,5600000.0
9869348.382966274,8991939.518150648,₹45.0 L,9015100.538286008,932,4830.0,9869348.382966274,3.0,1.0,4500000.0
9876748.929012269,10506123.337610945,₹45.0 L,8898473.143312424,1500,3000.0,9869348.382966274,3.0,1.0,4500000.0
10259673.806055268,10130218.015624654,₹75.0 L,9880985.694594497,1200,6250.0,10259673.806055268,3.0,1.0,7500000.0
9700207.366294377,9700207.366294377,₹32.0 L,9700207.366294377,590,5420.0,9700207.366294377,2.0,1.0,3200000.0
10389782.280418266,10389782.280418266,₹85.0 L,10389782.280418266,1570,5410.0,10389782.280418266,3.0,1.0,8500000.0
9752250.756039577,9336272.980728686,₹36.0 L,9825238.226088604,808,4460.0,9752250.756039577,3.0,0.0,3600000.0
9702558.15918918,10349097.131671367,₹50.0 L,9702558.15918918,1582,3160.0,9934402.620147772,3.0,1.0,5000000.0
12101947.817741433,12101947.817741433,₹2.25 Cr,11459316.343159756,2400,9380.0,12211300.921500236,4.0,1.0,22500000.0
11365595.838140748,13059442.505819727,₹1.6 Cr,11365595.838140748,1350,11850.0,11365595.838140748,3.0,1.0,16000000.0
10129565.33169227,10129565.33169227,₹65.0 L,10129565.33169227,1400,4640.0,10129565.33169227,3.0,1.0,6500000.0
9700207.366294377,8991939.518150648,₹32.0 L,9700207.366294377,950,3370.0,9700207.366294377,3.0,0.0,3200000.0
10414101.382761171,10222421.20780997,₹55.0 L,10173120.075005531,850,6470.0,9999456.857329272,3.0,1.0,5500000.0
9986446.009892972,9765347.269410325,₹54.0 L,9986446.009892972,860,6280.0,9986446.009892972,3.0,0.0,5400000.0
11052557.811773116,10640881.84926641,₹79.0 L,10651511.843676193,1300,6080.0,10311717.195800466,3.0,1.0,7899983.333333333
10389782.280418266,10389782.280418266,₹85.0 L,15293596.778002407,780,10900.0,10389782.280418266,2.0,0.0,8500000.0
10155587.02656487,10759073.808114398,₹67.0 L,9931626.524763972,1100,6090.0,10155587.02656487,3.0,0.0,6700480.0
10571934.144526463,10571934.144526463,₹99.0 L,10571934.144526463,1193,8300.0,10571934.144526463,3.0,0.0,9899803.333333334
10845161.940688757,10683437.168736557,₹1.2 Cr,10331719.908049952,1350,8890.0,10845161.940688757,3.0,0.0,12000000.0
10259673.806055268,10109077.08433784,₹75.0 L,10259673.806055268,1200,6250.0,10259673.806055268,3.0,1.0,7500000.0
10103543.63681967,9460477.769664232,₹63.0 L,10103543.63681967,946,6660.0,10103543.63681967,3.0,0.0,6300000.0
10428814.822727164,10681075.099894173,₹88.0 L,11672214.887279423,1065,8260.0,10428814.822727164,3.0,1.0,8800000.0
9539550.181379022,9633331.610471796,₹26.86 L,9908794.012251236,580,4630.0,9633331.610471796,2.0,1.0,2681266.6666666665
10128264.246948639,10128264.246948639,₹64.9 L,10128264.246948639,1160,5590.0,10128264.246948639,3.0,0.0,6493433.333333333
10038489.39963817,8792408.324956859,₹58.0 L,9761565.118583646,1055,5500.0,10038489.39963817,3.0,1.0,5800000.0
17128191.57172548,14648174.43270519,₹2.75 Cr,17128191.57172548,1940,14180.0,12861843.293315224,3.0,1.0,27500000.0
10454836.517599765,10135324.211660665,₹90.0 L,10454836.517599765,938,9590.0,10454836.517599765,3.0,1.0,9000000.0
10780107.70350726,10385549.932445532,₹1.15 Cr,10780107.70350726,1712,6720.0,10780107.70350726,3.0,1.0,11500000.0
12393452.785608433,12393452.785608433,₹2.39 Cr,12393452.785608433,1328,18000.0,12393452.785608433,3.0,1.0,23911000.0
9245021.652870463,9353439.895854233,₹30.0 L,9245021.652870463,1085,2760.0,9674185.671421777,3.0,1.0,3000000.0
9823426.209081735,9638796.166395042,₹27.28 L,9593052.790808303,880,3100.0,9638796.166395042,3.0,1.0,2729523.3333333335
10491334.01530294,10194619.568873769,₹70.0 L,8649155.157842051,1450,4830.0,10194619.568873769,3.0,1.0,7000000.0
9532670.404731348,9532670.404731348,₹28.0 L,9817853.54934897,462,6060.0,9648163.976549178,2.0,0.0,2800000.0
10493869.059908664,9460477.769664232,₹93.0 L,10493869.059908664,900,10330.0,10493869.059908664,3.0,0.0,9300666.666666666
9757858.970260873,8792408.324956859,₹45.0 L,9477484.147398751,904,4980.0,9869348.382966274,3.0,0.0,4500000.0
10129565.33169227,9912748.571963115,₹65.0 L,10129565.33169227,940,6910.0,10129565.33169227,3.0,0.0,6500000.0
15958424.983154573,15958424.983154573,₹5.13 Cr,15958424.983154573,5400,9500.0,15958424.983154573,5.0,1.0,51268333.333333336
9853084.8236709,8257538.6428251965,₹43.75 L,12398063.260944381,795,5500.0,9853084.8236709,2.0,1.0,4369000.0
10181608.72143747,9589287.242637988,₹69.0 L,11798342.198834812,990,6970.0,10181608.72143747,3.0,1.0,6900000.0
9408182.764982942,9818145.672843581,₹45.0 L,9560449.130185237,630,7140.0,9869348.382966274,2.0,0.0,4500000.0
10584944.991962763,10681075.099894173,₹1.0 Cr,11672214.887279423,1100,9090.0,10584944.991962763,3.0,1.0,10000000.0
9667680.247703627,9391818.140615776,₹29.5 L,8898473.143312424,598,4930.0,9667680.247703627,2.0,1.0,2949963.3333333335
10220641.263746368,10202998.853813674,₹72.0 L,10220641.263746368,918,7840.0,10220641.263746368,3.0,0.0,7200000.0
12811841.703057177,14201960.579254102,₹3.78 Cr,12398063.260944381,3300,11450.0,14201960.579254102,1.0,1.0,37886333.333333336
9404928.317548744,9301951.474159721,₹15.0 L,9270218.895100376,490,3060.0,9479022.95987728,2.0,1.0,1500000.0
10975270.415051756,10424756.534074912,₹1.3 Cr,10285380.328524893,1791,7260.0,10975270.415051756,3.0,1.0,13000000.0
9518055.50218618,9332844.527176429,₹18.0 L,8649155.157842051,500,3600.0,9518055.50218618,2.0,0.0,1800000.0
10298706.348364167,9859977.817241764,₹78.0 L,9883351.789361551,1512,5160.0,10298706.348364167,3.0,0.0,7800000.0
9914886.348993324,9414073.1585544,₹48.5 L,9914886.348993324,967,5010.0,9914886.348993324,3.0,1.0,4850583.333333333
10059292.48317441,9961003.27184947,₹72.0 L,9726873.330541268,1669,4310.0,10220641.263746368,3.0,1.0,7199900.0
9752250.756039577,9786762.360813558,₹36.0 L,9752250.756039577,1065,3380.0,9752250.756039577,3.0,0.0,3600000.0
13187114.479222719,11889171.220390702,₹3.0 Cr,11672214.887279423,2661,11270.0,13187114.479222719,4.0,1.0,30000000.0
10220641.263746368,10202998.853813674,₹72.0 L,10220641.263746368,1000,7200.0,10220641.263746368,3.0,0.0,7200000.0
17740911.081927642,16144866.483494516,₹6.5 Cr,17740911.081927642,8000,8130.000000000001,17740911.081927642,1.0,1.0,64995666.666666664
9403231.308009654,9200926.47896812,₹17.0 L,9405957.173592504,640,2660.0,9505044.65474988,2.0,1.0,1700000.0
9988366.950724166,9973300.552630272,₹58.5 L,9988366.950724166,960,6090.0,10044994.823356321,3.0,0.0,5849730.0
10044994.823356321,9522709.508828573,₹58.5 L,10044994.823356321,1168,5010.0,10044994.823356321,3.0,1.0,5849833.333333333
11212171.919026101,12576615.093930658,₹2.3 Cr,11212171.919026101,1650,13940.0,12276355.158681735,3.0,1.0,23000000.0
9804294.145784775,9815291.038454002,₹40.0 L,9804294.145784775,763,5240.0,9804294.145784775,2.0,0.0,4000000.0
9869348.382966274,9869348.382966274,₹45.0 L,10335902.05973036,836,5380.0,9869348.382966274,3.0,0.0,4500000.0
9809498.484759295,10224315.060395202,₹40.4 L,9809498.484759295,518,7800.0,9809498.484759295,2.0,0.0,4044200.0
11907265.611902008,13187114.479222719,₹3.0 Cr,11907265.611902008,3500,8570.0,13187114.479222719,4.0,1.0,30000000.0
10012467.704765571,10012467.704765571,₹56.0 L,14512579.749644293,620,9030.0,10012467.704765571,2.0,1.0,5600000.0
8380846.067894762,9291526.077516442,₹30.0 L,6328891.776814004,1000,3000.0,9674185.671421777,3.0,1.0,3000000.0
12861843.293315224,13201895.018262265,₹2.75 Cr,11785657.549273657,1495,18390.0,12861843.293315224,3.0,0.0,27500000.0
9869348.382966274,10179639.452994935,₹45.0 L,9869348.382966274,560,8039.999999999999,9869348.382966274,2.0,1.0,4500000.0
9869348.382966274,9869348.382966274,₹45.0 L,9869348.382966274,831,5420.0,9869348.382966274,3.0,1.0,4500000.0
9934402.620147772,9460477.769664232,₹50.0 L,9934402.620147772,853,5860.0,9934402.620147772,3.0,1.0,5000000.0
10064511.094510771,9895105.930465763,₹60.0 L,10651511.843676193,994,6040.0,10064511.094510771,3.0,1.0,6000000.0
10662159.509001482,11179915.895888263,₹1.1 Cr,10662159.509001482,1800,6110.0,10715053.46632576,3.0,1.0,11000000.0
9817304.993221074,10052199.929929385,₹41.0 L,9817304.993221074,547,7500.0,9817304.993221074,2.0,1.0,4099833.3333333335
10116032.909134604,10331719.908049952,₹45.0 L,10116032.909134604,730,6160.0,9869348.382966274,2.0,0.0,4500000.0
9713218.213730676,9423942.893159391,₹33.0 L,9713218.213730676,920,3590.0,9713218.213730676,3.0,1.0,3300000.0
10780107.70350726,10780107.70350726,₹1.15 Cr,10780107.70350726,1400,8210.0,10780107.70350726,3.0,0.0,11500000.0
9144812.461530723,8329542.792668456,₹32.0 L,7314618.373705261,667,4800.0,9700207.366294377,2.0,0.0,3200000.0
8380846.067894762,7991731.6520569315,₹39.0 L,6328891.776814004,1000,3900.0,9791283.298348475,3.0,0.0,3900000.0
9992951.433611121,9531331.351662338,₹54.5 L,9992951.433611121,850,6410.0,9992951.433611121,3.0,1.0,5449520.0
9869348.382966274,9725942.480658263,₹45.0 L,9869348.382966274,951,4730.0,9869348.382966274,3.0,1.0,4500000.0
10285695.500927867,10126537.992627611,₹77.0 L,9717654.916415311,1380,5580.0,10285695.500927867,3.0,1.0,7700000.0
10977332.056176867,10961341.764889596,₹1.1 Cr,10965931.01525297,1196,9200.0,10715053.46632576,3.0,0.0,11000000.0
12811841.703057177,14748416.171578694,₹4.2 Cr,12398063.260944381,4800,8750.0,14748416.171578694,5.0,1.0,41995333.333333336
9326492.73608051,9628065.245876927,₹36.5 L,9285191.476832695,690,5290.0,9758756.179757725,2.0,1.0,3650100.0
10108940.355889581,9589287.242637988,₹60.0 L,10331719.908049952,982,6110.0,10064511.094510771,3.0,0.0,6000000.0
8685651.401307922,9465246.146429755,₹36.5 L,8685651.401307922,600,6080.0,9758756.179757725,2.0,0.0,3650000.0
9674185.671421777,9593855.46311305,₹30.0 L,9674185.671421777,770,3900.0,9674185.671421777,2.0,0.0,3000000.0
9736581.3105258,9797788.722066626,₹39.5 L,9797788.722066626,840,4700.0,9797788.722066626,3.0,1.0,3950033.3333333335
10060633.36782835,10086377.578675605,₹39.0 L,8794345.984449811,1650,2360.0,9791283.298348475,3.0,1.0,3900000.0
11274519.90608665,10681075.099894173,₹1.53 Cr,11274519.90608665,1340,11420.0,11274519.90608665,3.0,1.0,15269666.666666666
12666680.581770727,12666680.581770727,₹2.6 Cr,12666680.581770727,3500,7430.0,12666680.581770727,5.0,1.0,26000000.0
12458507.02278993,12458507.02278993,₹2.44 Cr,12458507.02278993,1881,12970.0,12458507.02278993,3.0,1.0,24441333.333333332
10285380.328524893,11108990.36343802,₹1.25 Cr,10368224.315251658,2232,5600.0,10910216.177870257,4.0,1.0,12500000.0
11105378.889414754,11570006.324364604,₹1.4 Cr,10368224.315251658,2117,6610.0,11105378.889414754,4.0,1.0,14000000.0
10164897.421759736,10514686.415806744,₹94.6 L,9953064.159530973,1426,6630.0,10514686.415806744,3.0,0.0,9474933.333333334
10064511.094510771,9509608.899942368,₹60.0 L,10368224.315251658,1121,5350.0,10064511.094510771,3.0,1.0,6000000.0
10155587.02656487,9509608.899942368,₹67.0 L,10368224.315251658,1261,5310.0,10155587.02656487,3.0,0.0,6700000.0
11001292.109924356,10591233.976551238,₹1.32 Cr,9880225.661473168,1689,7820.0,11001292.109924356,3.0,1.0,13200000.0
9869348.382966274,9450799.131081406,₹45.0 L,9471796.832939666,886,5080.0,9869348.382966274,3.0,0.0,4500000.0
10470660.571385823,9869348.382966274,₹45.0 L,9977712.43700649,620,7260.0,9869348.382966274,2.0,0.0,4500000.0
10064511.094510771,9796240.322427033,₹60.0 L,10124713.737389548,1093,5490.0,10064511.094510771,3.0,1.0,6000000.0
10194619.568873769,9786762.360813558,₹70.0 L,9664079.754064446,1047,6680.0,10194619.568873769,3.0,0.0,7000000.0
10009644.610459238,10126537.992627611,₹85.0 L,9761565.118583646,1559,5450.0,10389782.280418266,3.0,1.0,8500000.0
9934402.620147772,10045107.37668436,₹50.0 L,9676294.607943093,853,5860.0,9934402.620147772,3.0,0.0,5000000.0
9931626.524763972,9931626.524763972,₹52.0 L,9631988.909632334,1317,3950.0,9960424.315020373,3.0,0.0,5199886.666666667
10165680.781849775,9960424.315020373,₹52.0 L,10165680.781849775,618,8410.0,9960424.315020373,2.0,0.0,5200000.0
13057006.004859721,13057006.004859721,₹2.9 Cr,13839648.173073716,1200,24170.0,13057006.004859721,3.0,0.0,28999333.333333332
11430650.075322248,11430650.075322248,₹1.65 Cr,10368224.315251658,2150,7670.0,11430650.075322248,4.0,1.0,16500000.0
9502756.318768317,8801964.461850287,₹29.0 L,8688581.555083277,604,4800.0,9661174.823985478,2.0,1.0,2900000.0
9778272.450912176,8801964.461850287,₹38.0 L,8688581.555083277,836,4540.0,9778272.450912176,3.0,0.0,3800000.0
10220641.263746368,10220641.263746368,₹72.0 L,10220641.263746368,1009,7130.0,10220641.263746368,3.0,1.0,7200000.0
9895370.077838873,9895370.077838873,₹47.0 L,9895370.077838873,425,11060.0,9895370.077838873,2.0,1.0,4700000.0
9719007.689885266,9232724.128018819,₹45.0 L,9565085.744987648,711,6330.0,9869348.382966274,2.0,0.0,4500000.0
10534280.546967594,10542822.43699745,₹1.25 Cr,10203156.712626282,1545,8090.0,10910216.177870257,3.0,1.0,12500000.0
10434149.270176047,10434149.270176047,₹88.41 L,10434149.270176047,1551,5700.0,10434149.270176047,3.0,0.0,8837846.666666666
10534280.546967594,10542822.43699745,₹80.0 L,10203156.712626282,1352,5920.0,10324728.043236766,3.0,0.0,8000000.0
9719007.689885266,9232724.128018819,₹45.0 L,9565085.744987648,711,6330.0,9869348.382966274,2.0,1.0,4500000.0
9719007.689885266,9232724.128018819,₹45.0 L,9565085.744987648,711,6330.0,9869348.382966274,2.0,0.0,4500000.0
10220641.263746368,9272173.074498098,₹72.0 L,11936199.188786667,961,7490.0,10220641.263746368,3.0,0.0,7200000.0
9326492.73608051,9596120.586803978,₹24.0 L,9285191.476832695,482,4980.0,9596120.586803978,2.0,1.0,2400000.0
10220641.263746368,10012491.693543982,₹72.0 L,10483886.062507771,1037,6940.0,10220641.263746368,3.0,0.0,7200000.0
11235487.363777751,11108990.36343802,₹1.5 Cr,10368224.315251658,2200,6820.0,11235487.363777751,4.0,1.0,15000000.0
9999456.857329272,10116032.909134604,₹55.0 L,9786229.18324097,1080,5090.0,9999456.857329272,3.0,1.0,5500000.0
10103543.63681967,9952904.184499044,₹63.0 L,9595435.477818437,970,6490.0,10103543.63681967,3.0,0.0,6300000.0
9830315.840657374,9830315.840657374,₹42.0 L,11176130.023839943,620,6770.0,9830315.840657374,2.0,0.0,4200000.0
9580545.139135264,9537571.77334063,₹19.5 L,9612481.435390005,570,3420.0,9537571.77334063,2.0,1.0,1950000.0
9999456.857329272,9502642.701209873,₹55.0 L,9999456.857329272,940,5850.0,9999456.857329272,3.0,1.0,5500000.0
10534280.546967594,10571934.144526463,₹99.0 L,8649155.157842051,1497,6610.0,10571934.144526463,3.0,0.0,9899803.333333334
9647924.394962994,9754312.69363836,₹42.0 L,9440508.567801427,986,4260.0,9830315.840657374,3.0,0.0,4200000.0
9550582.620776929,9516712.159930045,₹20.5 L,10368224.315251658,353,5810.0,9550582.620776929,1.0,0.0,2049896.6666666667
9647924.394962994,9635153.129112877,₹27.0 L,9440508.567801427,613,4400.0,9635153.129112877,2.0,1.0,2700000.0
9502756.318768317,9596120.586803978,₹24.0 L,8688581.555083277,595,4030.000000000001,9596120.586803978,2.0,1.0,2400000.0
9778272.450912176,9351432.737418087,₹38.0 L,9778272.450912176,710,5350.0,9778272.450912176,2.0,0.0,3800000.0
10806129.398379859,10444994.435777878,₹1.17 Cr,10806129.398379859,980,11940.0,10806129.398379859,3.0,0.0,11699666.666666666
10064511.094510771,10064511.094510771,₹60.0 L,10064511.094510771,650,9230.0,10064511.094510771,2.0,0.0,6000000.0
10269431.941632492,10109077.08433784,₹75.75 L,10269431.941632492,1080,7010.0,10269431.941632492,3.0,1.0,7557333.333333333
10259673.806055268,10259673.806055268,₹75.0 L,10259673.806055268,1400,5360.0,10259673.806055268,3.0,0.0,7500000.0
9778272.450912176,8921281.708313724,₹38.0 L,9988340.298652848,700,5430.0,9778272.450912176,2.0,0.0,3800000.0
10800264.545470009,8257538.6428251965,₹55.0 L,10601473.192914024,840,6550.0,9999456.857329272,3.0,0.0,5500000.0
14227982.274126701,13201895.018262265,₹3.8 Cr,14227982.274126701,1987,19120.0,14227982.274126701,3.0,1.0,37998333.333333336
12536572.10740773,13201895.018262265,₹2.5 Cr,12536572.10740773,1484,16850.0,12536572.10740773,3.0,1.0,25000000.0
9717121.467961567,9498573.607491793,₹33.3 L,9717121.467961567,801,4160.0,9717121.467961567,3.0,0.0,3332370.0
12211300.921500236,11933009.822749263,₹2.25 Cr,12211300.921500236,1461,15400.0,12211300.921500236,3.0,0.0,22500000.0
9981274.397479141,10389782.280418266,₹85.0 L,9717654.916415311,1290,6590.0,10389782.280418266,3.0,0.0,8500000.0
8685651.401307922,9600584.31998789,₹35.0 L,8685651.401307922,875,4000.0,9739239.908603275,3.0,0.0,3500000.0
9934402.620147772,9417202.808108192,₹50.0 L,9934402.620147772,608,8220.0,9934402.620147772,2.0,0.0,5000000.0
9144812.461530723,8329542.792668456,₹30.0 L,7314618.373705261,650,4620.0,9674185.671421777,2.0,1.0,3000000.0
10860750.999862166,10012491.693543982,₹50.0 L,10483886.062507771,561,8910.0,9934402.620147772,2.0,1.0,5000000.0
10129565.33169227,10023829.716949288,₹65.0 L,9405412.123625528,1250,5200.0,10129565.33169227,3.0,1.0,6500000.0
9804294.145784775,9786762.360813558,₹40.0 L,9804294.145784775,1500,2670.0,9804294.145784775,3.0,0.0,4000000.0
9908380.925275173,9818145.672843581,₹48.0 L,9908380.925275173,760,6320.0,9908380.925275173,2.0,1.0,4800000.0
10017640.535713432,8257538.6428251965,₹65.0 L,10017640.535713432,1070,6070.0,10129565.33169227,3.0,1.0,6500000.0
9532670.404731348,9532670.404731348,₹24.75 L,9817853.54934897,462,5360.0,9605878.722381203,2.0,0.0,2475106.6666666665
9804294.145784775,8792408.324956859,₹40.0 L,9804294.145784775,935,4280.0,9804294.145784775,3.0,0.0,4000000.0
10047596.992843581,9531331.351662338,₹58.7 L,10047596.992843581,865,6790.0,10047596.992843581,3.0,0.0,5878836.666666667
9937945.814193025,9391818.140615776,₹40.0 L,9814090.305240855,830,4820.0,9804294.145784775,3.0,0.0,4000000.0
11170433.126596253,11170433.126596253,₹1.45 Cr,11170433.126596253,1340,10820.0,11170433.126596253,3.0,0.0,14500000.0
11560758.549685245,11933009.822749263,₹1.75 Cr,11560758.549685245,1600,10940.0,11560758.549685245,3.0,1.0,17500000.0
9856337.535529975,9860700.992313728,₹44.0 L,9817853.54934897,1237,3560.0,9856337.535529975,3.0,0.0,4400083.333333333
10025478.55220187,10023829.716949288,₹57.0 L,9405412.123625528,979,5820.0,10025478.55220187,3.0,0.0,5700000.0
9700207.366294377,9492458.634429414,₹32.0 L,9700207.366294377,556,5750.0,9700207.366294377,2.0,0.0,3200000.0
9869348.382966274,8792408.324956859,₹45.0 L,9717654.916415311,840,5360.0,9869348.382966274,3.0,1.0,4500000.0
9585137.793479536,9585137.793479536,₹41.0 L,9405412.123625528,1064,3850.0,9817304.993221074,3.0,0.0,4099913.3333333335
10080570.142909482,9589287.242637988,₹65.0 L,10080570.142909482,932,6970.0,10129565.33169227,3.0,0.0,6500000.0
9869348.382966274,8792408.324956859,₹45.0 L,9869348.382966274,980,4590.0,9869348.382966274,3.0,0.0,4500000.0
9817304.993221074,8329542.792668456,₹41.0 L,7314618.373705261,902,4540.0,9817304.993221074,3.0,0.0,4100000.0
9736581.3105258,9522709.508828573,₹42.0 L,9830315.840657374,949,4420.0,9830315.840657374,3.0,0.0,4200000.0
10487291.501827909,10288167.561940763,₹77.19 L,9584533.210381027,1245,6200.0,10288167.561940763,3.0,0.0,7717183.333333333
11365595.838140748,11215378.662113385,₹1.6 Cr,14512579.749644293,1269,12610.0,11365595.838140748,3.0,1.0,16000000.0
10129565.33169227,9589287.242637988,₹65.0 L,10129565.33169227,2220,2930.0,10129565.33169227,4.0,1.0,6500000.0
9524560.92590433,9524560.92590433,₹18.5 L,9565085.744987648,480,3850.0,9524560.92590433,2.0,0.0,1850516.6666666667
9973435.162456673,9796240.322427033,₹53.0 L,9973435.162456673,900,5890.0,9973435.162456673,3.0,0.0,5300000.0
10402793.127854565,10424756.534074912,₹86.0 L,10402793.127854565,1350,6370.0,10402793.127854565,3.0,0.0,8600000.0
10194489.460399406,10194489.460399406,₹69.99 L,10194489.460399406,1238,5650.0,10194489.460399406,3.0,0.0,6999663.333333333
10025478.55220187,8792408.324956859,₹57.0 L,9717654.916415311,1107,5150.0,10025478.55220187,3.0,0.0,5700000.0
9999456.857329272,9873472.9549688,₹55.0 L,9999456.857329272,908,6060.0,9999456.857329272,3.0,1.0,5500000.0
